,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
674,20,RL,43,13568,Pave,NA,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,5,716,1,0,274,990,GasA,5,Y,4,990,0,0,990,0,1,1,0,3,1,3,5,5,0,0,Attchd,1996,1,2,576,3,3,1,224,0,0,0,0,0,0,0,NA,0,7,2006,WD ,156000
675,20,RL,47,16321,Pave,NA,3,Lvl,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,1277,1,0,207,1484,GasA,3,Y,4,1600,0,0,1600,1,0,1,0,2,1,3,6,5,2,4,Attchd,1957,2,1,319,3,3,1,288,258,0,0,0,0,0,0,NA,0,12,2006,WD ,207500
676,60,FV,72,8640,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,6,350,1,0,546,896,GasA,5,Y,4,896,896,0,1792,0,0,2,1,3,1,4,8,5,0,0,Attchd,2007,3,2,590,3,3,1,184,96,0,0,0,0,0,0,NA,0,11,2007,New,255000
677,180,RM,21,1596,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,4,3,4,6,437,1,0,25,462,GasA,3,Y,4,526,462,0,988,1,0,1,0,1,1,3,4,5,1,1,BuiltIn,1973,2,1,297,3,3,1,0,101,0,120,0,0,0,2,NA,0,7,2008,WD ,94900
678,20,RL,70,7315,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,3,625,1,0,545,1170,GasA,3,Y,4,1170,0,0,1170,0,1,1,0,3,1,3,6,5,1,3,Attchd,1958,2,1,338,3,3,1,0,0,0,0,225,0,0,0,NA,0,3,2007,WD ,140000
679,70,RM,42,7614,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,2,2,1,0,1,0,738,738,GasA,4,Y,3,714,662,0,1376,0,0,1,0,2,1,3,7,5,0,0,Detchd,1930,1,1,216,3,3,0,0,0,104,0,225,0,0,0,NA,0,3,2006,WD ,96900
680,20,RL,0,11000,Pave,NA,3,Lvl,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200,3,3,CBlock,3,3,2,4,740,3,230,184,1154,GasA,5,Y,4,1154,0,0,1154,0,0,1,1,3,1,3,6,5,1,1,Attchd,1966,2,2,480,3,3,1,0,58,0,0,0,0,0,3,NA,0,11,2009,WD ,154000
681,70,RM,0,10337,Pave,Pave,3,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0,4,4,BrkTil,3,3,1,1,0,1,0,725,725,GasA,5,N,4,909,863,0,1772,0,0,2,1,3,1,4,7,5,0,0,Detchd,1992,1,2,816,3,3,1,0,0,0,0,0,0,0,3,NA,0,5,2007,WD ,184900
682,20,RL,114,14803,Pave,NA,4,Lvl,4,Inside,3,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,5,3,PConc,5,3,3,6,1636,1,0,442,2078,GasA,5,Y,4,2084,0,0,2084,1,0,2,0,2,1,5,7,5,1,4,Attchd,2007,3,3,1220,3,3,1,188,45,0,0,0,0,0,0,NA,0,6,2008,New,385000
683,30,RM,50,8765,Pave,Grvl,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,5,285,1,0,666,951,GasA,5,N,4,951,0,0,951,0,0,1,0,2,1,3,6,5,0,0,Detchd,1936,1,1,327,3,3,1,0,28,0,0,0,0,0,0,NA,0,4,2006,WD ,106500
684,60,RL,106,12720,Pave,NA,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,4,3,PConc,4,3,2,6,1173,1,0,282,1455,GasA,5,Y,4,1466,1221,0,2687,1,0,2,1,4,1,4,10,5,2,3,BuiltIn,2000,2,3,810,3,3,1,252,30,0,0,0,0,0,0,NA,0,9,2009,WD ,327000
685,20,RL,85,11128,Pave,NA,4,Lvl,4,Corner,3,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198,5,3,PConc,5,3,4,6,2158,1,0,300,2458,GasA,5,Y,4,2490,0,0,2490,1,0,2,0,2,1,5,9,5,2,4,Attchd,2005,3,3,795,3,3,1,70,226,0,0,0,0,0,4,NA,0,10,2009,WD ,468000
686,50,RM,60,5160,Pave,NA,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,BrkTil,3,3,1,1,0,1,0,1204,1204,GasA,3,Y,3,1204,462,0,1666,0,0,1,0,3,1,3,4,5,0,0,Detchd,1927,1,1,384,2,3,1,0,0,148,0,0,0,0,0,NA,0,8,2009,WD ,135000
687,20,RL,63,13072,Pave,NA,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1141,1141,GasA,5,Y,4,1141,0,0,1141,0,0,1,1,3,1,3,6,5,0,0,Detchd,2005,1,2,484,3,3,1,0,0,0,0,0,0,0,0,NA,0,3,2006,WD ,142500
688,60,RL,73,8814,Pave,NA,4,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,2,732,1,0,0,732,GasA,5,Y,4,732,732,0,1464,0,0,1,1,4,1,3,7,5,0,0,Attchd,1968,1,2,470,3,3,1,0,40,0,0,0,0,0,0,NA,0,6,2008,WD ,141000
689,190,RL,70,7000,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,4,6,969,1,0,148,1117,GasA,3,Y,4,820,527,0,1347,1,0,1,0,3,1,3,5,5,0,0,NA,0,0,0,0,0,0,0,85,0,148,0,0,0,0,0,NA,0,1,2008,WD ,107500
690,190,RL,59,4484,Pave,NA,3,Lvl,4,Corner,3,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,5,485,1,0,187,672,GasA,3,N,4,778,504,0,1282,1,0,1,0,2,1,3,4,5,0,0,Detchd,1942,1,1,240,3,3,1,0,88,0,0,0,0,0,3,NA,0,7,2007,WD ,108500
691,60,RL,0,9019,Pave,NA,3,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,5,274,1,0,362,636,GasA,5,Y,4,636,684,0,1320,0,0,2,1,3,1,4,6,5,0,0,Attchd,1994,3,2,472,3,3,1,0,40,0,0,0,0,0,0,NA,0,7,2006,WD ,150000
692,50,C (all),60,8520,Grvl,NA,4,Bnk,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,2,2,1,1,0,1,0,216,216,GasA,2,N,4,576,360,0,936,0,0,1,0,2,1,3,6,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,2006,WD ,78000
693,20,RL,92,11932,Pave,NA,4,Lvl,4,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186,4,3,PConc,4,3,1,1,0,1,0,1580,1580,GasA,5,Y,4,1580,0,0,1580,0,0,2,0,3,1,4,7,5,0,0,Attchd,2008,2,3,830,3,3,1,0,24,0,0,0,0,0,0,NA,0,6,2008,ConLD,235128
694,20,RL,0,115149,Pave,NA,2,Low,4,CulDSac,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351,3,3,CBlock,4,3,4,6,1219,1,0,424,1643,GasA,3,Y,4,1824,0,0,1824,1,0,2,0,2,1,4,5,5,2,3,Attchd,1971,1,2,739,3,3,1,380,48,0,0,0,0,0,0,NA,0,6,2007,WD ,302000
695,20,RL,40,14330,Pave,NA,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,88,5,596,180,864,GasA,3,Y,4,1558,0,0,1558,1,0,2,0,2,1,3,5,4,0,0,Attchd,1975,3,2,440,3,3,1,140,0,239,0,227,0,0,0,NA,0,8,2008,WD ,163000
696,30,RL,67,8777,Pave,NA,4,Lvl,4,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,N,4,640,0,0,640,0,0,1,0,2,1,3,5,4,0,0,Detchd,1945,1,1,240,3,3,0,0,0,0,0,0,0,0,0,NA,0,4,2010,ConLD,84900
697,160,RL,24,2308,Pave,NA,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,3,3,1,5,257,3,495,103,855,GasA,3,Y,4,855,467,0,1322,0,1,2,1,3,1,3,6,5,1,2,Attchd,1974,1,2,440,3,3,1,260,0,0,0,0,0,0,0,NA,0,6,2009,WD ,147000
698,70,RM,50,2500,Pave,Pave,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0,4,3,PConc,3,3,1,5,299,1,0,611,910,GasA,5,Y,4,916,910,0,1826,1,0,1,1,4,1,5,7,4,1,4,Attchd,1915,1,1,164,2,2,1,0,0,0,0,0,0,0,0,NA,0,6,2009,WD ,155000
699,20,RL,50,8049,Pave,NA,3,Lvl,4,CulDSac,3,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54,3,3,CBlock,4,3,1,5,1053,1,0,256,1309,GasA,3,Y,4,1339,0,0,1339,1,0,2,0,2,1,3,6,5,1,3,Attchd,1990,3,2,484,4,4,1,0,58,0,0,90,0,0,0,NA,0,7,2006,WD ,180000
700,190,RM,70,5600,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,N,4,372,720,0,1092,0,0,2,0,3,2,2,7,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Othr,3500,7,2010,WD ,55000
701,80,RL,73,9590,Pave,NA,3,Lvl,4,Corner,3,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,4,3,PConc,5,3,3,6,786,1,0,82,868,GasA,5,Y,4,1146,0,0,1146,1,0,2,0,3,1,4,6,5,1,4,Attchd,2003,3,2,438,3,3,1,160,22,0,0,0,0,0,0,NA,0,5,2007,WD ,187500
702,80,RL,72,7200,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255,3,3,CBlock,3,3,3,5,631,1,0,410,1041,GasA,5,Y,4,1125,0,0,1125,1,0,1,0,3,1,3,6,5,1,2,Detchd,1977,1,1,352,3,3,1,296,0,0,0,0,0,0,2,NA,0,10,2009,WD ,125000
703,50,RL,86,11500,Pave,NA,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0,4,3,CBlock,4,3,1,3,223,1,0,794,1017,GasA,4,Y,4,1020,1037,0,2057,0,0,1,1,3,1,4,6,5,1,4,Attchd,1936,3,1,180,2,3,1,0,0,0,0,322,0,0,0,NA,0,6,2006,WD ,250000
704,30,RM,60,6756,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,4,1,1,0,1,0,481,481,GasA,3,N,3,899,0,0,899,0,0,1,0,2,1,3,5,5,0,0,Detchd,1930,1,1,200,2,3,1,0,0,96,0,0,0,0,0,NA,0,9,2008,WD ,78000
705,190,RM,63,11426,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,Stone,3,3,1,1,0,1,0,828,828,GasA,4,Y,3,828,658,108,1594,0,0,2,0,3,2,3,9,5,0,0,NA,0,0,0,0,0,0,0,0,172,109,0,0,0,0,0,NA,0,6,2008,WD ,118000
706,20,RL,93,12030,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,5,3,PConc,5,3,1,1,0,1,0,1694,1694,GasA,5,Y,4,1694,0,0,1694,0,0,2,0,3,1,4,7,5,0,0,Attchd,2007,3,3,818,3,3,1,168,228,0,0,0,0,0,0,NA,0,12,2007,New,318000
707,60,RL,80,9554,Pave,NA,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,4,3,PConc,4,3,1,6,380,1,0,397,777,GasA,5,Y,4,1065,846,0,1911,0,0,2,1,3,1,4,8,5,1,3,Attchd,1993,2,2,471,3,3,1,182,81,0,0,0,0,0,0,NA,0,9,2006,WD ,215000
708,30,RM,61,8534,Pave,NA,4,Low,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,1,1,0,1,0,432,432,GasA,3,N,3,672,0,0,672,0,0,1,0,2,1,3,4,4,0,0,NA,0,0,0,0,0,0,0,0,0,112,0,0,0,0,2,NA,0,6,2006,WD ,72000
709,20,RL,104,11361,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,3,3,CBlock,4,3,1,5,644,1,0,549,1193,GasA,3,Y,4,1523,0,0,1523,0,1,2,0,3,1,3,7,5,1,3,Attchd,1976,3,2,478,3,3,1,0,0,0,0,189,0,0,3,NA,0,5,2008,COD,180000
710,20,RL,47,12416,Pave,NA,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132,3,3,CBlock,4,2,1,5,1398,2,208,0,1606,GasA,3,Y,4,1651,0,0,1651,1,0,2,0,3,1,3,7,4,1,3,Attchd,1986,3,2,616,3,3,1,192,0,0,0,0,0,0,0,NA,0,11,2008,WD ,184000
711,20,RL,80,9600,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132,3,3,CBlock,3,3,1,5,991,1,0,50,1041,GasA,5,Y,4,1041,0,0,1041,1,0,1,0,3,1,3,6,5,0,0,Attchd,1959,2,1,270,3,3,1,224,88,0,0,0,0,0,3,NA,0,7,2009,WD ,124500
712,90,RL,70,8267,Pave,NA,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,1,0,1,0,1604,1604,GasA,3,Y,4,1604,0,0,1604,0,0,2,0,4,2,3,8,5,0,0,Attchd,1958,1,2,576,3,3,1,42,0,0,0,0,0,0,0,NA,0,3,2010,WD ,135000
713,50,RM,50,6000,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,521,1,0,460,981,GasA,5,Y,4,1014,658,0,1672,0,0,1,1,3,1,4,6,5,1,4,Detchd,1940,1,1,240,3,3,1,0,11,0,0,0,0,0,4,NA,0,7,2008,WD ,164900
714,20,RL,80,9600,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,3,3,CBlock,3,3,1,1,0,1,0,1164,1164,GasA,3,Y,4,1164,0,0,1164,0,0,1,1,3,1,3,6,5,0,0,Attchd,1969,1,2,528,3,3,1,0,0,0,0,0,0,0,0,NA,0,7,2006,COD,140000
715,20,RL,71,7350,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,1,0,1,0,1041,1041,GasA,4,Y,4,1041,0,0,1041,0,0,1,0,3,1,3,6,5,0,0,Attchd,1958,2,1,294,3,3,1,0,0,0,0,0,0,0,2,NA,0,3,2009,WD ,128000
716,85,RL,0,7703,Pave,NA,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40,3,3,CBlock,4,3,4,5,450,1,0,0,450,GasA,5,Y,4,1034,0,0,1034,0,1,1,0,3,1,3,6,5,1,1,Basment,1978,3,2,504,3,3,1,311,0,0,0,0,0,0,2,NA,0,5,2008,WD ,153000
717,50,RM,63,4347,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0,4,3,BrkTil,4,4,1,1,0,1,0,796,796,GasA,5,Y,4,825,784,0,1609,0,0,1,0,3,1,3,7,5,0,0,Detchd,1910,1,1,228,2,2,0,0,182,0,0,0,0,0,0,NA,0,6,2008,WD ,127500
718,20,RL,80,9600,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,3,3,1,4,32,3,308,232,572,GasA,4,Y,4,1337,0,0,1337,1,0,1,0,3,1,4,7,5,1,4,Attchd,1950,2,1,264,3,3,1,0,192,0,0,0,0,0,0,NA,0,9,2008,WD ,141500
719,60,RL,98,12256,Pave,NA,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,4,3,PConc,5,3,3,6,1032,1,0,431,1463,GasA,5,Y,4,1500,1122,0,2622,1,0,2,1,3,1,4,9,5,2,3,Attchd,1994,2,2,712,3,3,1,186,32,0,0,0,0,0,0,NA,0,4,2010,WD ,325000
720,20,RL,80,9547,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112,3,3,PConc,4,3,1,1,0,1,0,1594,1594,GasA,5,Y,4,1594,0,0,1594,0,0,2,0,2,1,4,6,5,1,3,Attchd,1993,2,2,472,3,3,1,190,80,0,0,0,0,0,0,NA,0,7,2007,WD ,188500
721,20,FV,60,7200,Pave,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68,4,3,PConc,4,3,1,6,905,1,0,357,1262,GasA,4,Y,4,1262,0,0,1262,0,0,2,0,2,1,4,5,5,0,0,Attchd,2006,3,2,572,3,3,1,0,120,0,0,0,0,0,0,NA,0,5,2006,New,185000
722,20,RL,63,13072,Pave,NA,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,3,3,PConc,4,4,1,6,80,1,0,1095,1175,GasA,5,Y,4,1175,0,0,1175,1,0,1,0,3,1,4,6,5,0,0,NA,0,0,0,0,0,0,1,0,90,0,0,0,0,0,0,NA,0,6,2008,WD ,146000
723,70,RM,60,3600,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,1,1,0,1,0,624,624,GasA,5,Y,4,664,624,0,1288,1,0,1,0,3,1,5,5,5,1,4,Attchd,1917,1,1,280,3,3,0,0,103,0,0,0,0,0,0,NA,0,5,2009,WD ,119000
724,160,RM,21,1680,Pave,NA,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,3,3,CBlock,3,3,1,1,0,1,0,630,630,GasA,3,Y,4,630,672,0,1302,0,0,2,1,3,1,3,6,5,0,0,Detchd,1991,1,1,280,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2009,COD,112000
725,120,FV,37,3316,Pave,Pave,3,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,6,1039,1,0,208,1247,GasA,5,Y,4,1247,0,0,1247,1,0,1,1,1,1,4,4,5,1,4,Attchd,2005,3,2,550,3,3,1,0,84,0,0,0,0,0,0,NA,0,4,2006,WD ,197000
726,60,RL,72,16387,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215,4,3,PConc,5,4,1,6,1369,1,0,369,1738,GasA,4,Y,4,1738,851,0,2589,1,0,2,1,4,1,5,11,5,1,4,Attchd,2006,2,3,831,3,3,1,0,0,0,0,0,0,0,0,NA,0,8,2006,New,412083
727,20,RL,0,13265,Pave,NA,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,4,3,PConc,4,3,1,6,1218,1,0,350,1568,GasA,5,Y,4,1689,0,0,1689,1,0,2,0,3,1,4,7,5,2,4,Attchd,2002,2,3,857,3,3,1,150,59,0,0,0,0,0,0,NA,0,7,2008,WD ,271000
728,120,RL,48,3242,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235,4,3,PConc,4,3,1,6,1000,1,0,405,1405,GasA,5,Y,4,1405,0,0,1405,1,0,2,0,2,1,4,6,5,1,4,Attchd,2003,2,2,478,3,3,1,136,36,0,0,0,0,0,0,NA,0,3,2007,WD ,200000
729,80,RL,64,8991,Pave,NA,3,Lvl,4,CulDSac,3,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130,3,3,CBlock,4,3,4,6,624,3,604,0,1228,GasA,3,Y,4,1324,0,0,1324,0,1,2,0,3,1,4,5,5,1,2,Attchd,1976,3,2,585,3,3,1,407,36,0,0,0,0,0,0,NA,0,2,2007,WD ,174000
730,20,RL,80,8000,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,4,1098,3,154,125,1377,GasA,3,Y,4,1377,0,0,1377,1,0,1,0,3,1,3,6,5,2,3,Attchd,1965,1,1,351,3,3,1,0,0,0,0,0,0,0,3,NA,0,11,2007,WD ,156500
731,60,RL,0,9303,Pave,NA,3,Lvl,4,Corner,3,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42,4,3,PConc,5,3,1,5,742,1,0,130,872,GasA,5,Y,4,888,868,0,1756,1,0,2,1,3,1,3,7,5,0,0,Attchd,1996,3,2,422,3,3,1,144,122,0,0,0,0,0,0,NA,0,7,2007,WD ,204000
732,20,RL,0,8544,Pave,NA,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,1,0,1,0,1228,1228,GasA,4,Y,4,1228,0,0,1228,0,0,1,1,3,1,4,6,5,0,0,Attchd,1966,1,1,271,3,3,1,0,65,0,0,0,0,0,3,NA,0,6,2008,WD ,149350
733,20,RL,0,11425,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,4,486,1,0,522,1008,GasA,4,Y,4,1008,0,0,1008,0,0,1,0,2,1,3,4,5,1,4,Attchd,1954,2,1,275,3,3,1,0,0,120,0,0,0,0,0,NA,0,7,2006,WD ,137000
734,60,RL,75,11404,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,4,3,PConc,4,3,3,5,252,1,0,901,1153,GasA,5,Y,4,1153,878,0,2031,0,0,2,1,3,1,4,8,5,1,3,Attchd,1998,3,2,541,3,3,1,192,84,0,0,0,0,0,0,NA,0,7,2008,WD ,222500
